"taxon","isocode","glottocode","xd_ids","soc_ids","in_dplace","EA023","EA024","EA025","EA026","EA027","in_kinbank","mMeB","mMyB","mFeB","mFyB","mF","mMeZ","mMyZ","mFeZ","mFyZ","mM"
"KILUBA",,"luba1250","xd182, xd61","Ac35, Ae6",1,1,3,15,9,5,1,"mansewa mu-ishio","mansewa mu-ishio","táátu mukulu","táátu mwååkunyi","tata","baaba mukulu","baaba mwååkunyi","mankaji","mankaji","ina"
"L35_SANGA",,"sang1331","xd137","Ae19",1,6,4,15,9,5,1,"manseva","manseva","tata","tata","tata",,,,,"ina"
"KAONDE",,"kaon1241","xd58","Ac32",1,1,3,2,2,5,1,"mwinsho","mwinsho","mwinsho","mwinsho","tata","mama","mama","tatankazhi","tatankazhi","mama"
"KAONDE_2",,"kaon1241","xd58","Ac32",1,1,3,2,2,5,1,"mwinsho","mwinsho","mwinsho","mwinsho","tata","mama","mama","tatankazhi","tatankazhi","mama"
"LUBA",,"luba1249","xd134","Ae16",1,,,,,,1,"manseba","manseba","manseba","tatu","x'; tatu","mankuxi","mankuxi","mankuxi","mankuxi","mamu; nyoku; nyin; baba"
"L31a_LUBA_KASAYI",,"luba1249","xd134","Ae16",1,,,,,,1,"manseba","manseba","manseba","tatu","x'; tatu","mankuxi","mankuxi","mankuxi","mankuxi","mamu; nyoku; nyin; baba"
"B42_SANGU_2",,"sang1333","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"ISANGU",,"sang1333","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"SANGU_1",,"sang1333","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"B41_SHIRA",,"sira1266","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"GISIRA",,"sira1266","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"SHIRA_BWALI",,"sira1266","","",0,,,,,,1,"katsi","katsi","tayi","tayi","tayi","nguyi","nguyi","tayi mughetu","tayi mughetu","nguyi"
"YIPUNU",,"punu1239","","",0,,,,,,1,"katsi","katsi","tadji","tadji","tadji","ngudji","ngudji","tadji kétu; tadji","tadji kétu; tadji","ngudji"
"PUNU_2",,"punu1239","","",0,,,,,,1,"katsi","katsi","tadji","tadji","tadji","ngudji","ngudji","tadji kétu; tadji","tadji kétu; tadji","ngudji"
"VUNGU",,"punu1239","","",0,,,,,,1,"katsi","katsi","tadji","tadji","tadji","ngudji","ngudji","tadji kétu; tadji","tadji kétu; tadji","ngudji"
"PUNU_1",,"punu1239","","",0,,,,,,1,"katsi","katsi","tadji","tadji","tadji","ngudji","ngudji","tadji kétu; tadji","tadji kétu; tadji","ngudji"
"B431_VUNGU",,"punu1239","","",0,,,,,,1,"katsi","katsi","tadji","tadji","tadji","ngudji","ngudji","tadji kétu; tadji","tadji kétu; tadji","ngudji"
"H12_VILI_MAYUMBA",,"vili1238","","",0,,,,,,1,"nkasi","nkasi",,,,"ngul","ngul",,,"ngul"
"VILI",,"vili1238","","",0,,,,,,1,"nkasi","nkasi",,,,"ngul","ngul",,,"ngul"
"YAKA",,"yaka1269","xd45","Ac20",1,,,,,5,1,"gokash","gokash","gokash","gokash","tata",,,"tata nkento","tata nkento",
"SUKU",,"suku1259","xd41","Ac17, SCCS6",1,1,3,3,3,5,1,"lêmba; ngwaasi","lêmba; ngwaasi","tata mbuta","tata nleke","taata","ngudi mbuta","ngudi nleke","tata; tata","tata; tata","ngudi; mâma"
"YAKA_SUD",,"yaka1269","xd45","Ac20",1,,,,,5,1,"gokash","gokash","gokash","gokash","tata",,,"tata nkento","tata nkento",
"YAKA_yaf",,"yaka1269","xd45","Ac20",1,,,,,5,1,"gokash","gokash","gokash","gokash","tata",,,"tata nkento","tata nkento",
"YAKA_2",,"yaka1269","xd45","Ac20",1,,,,,5,1,"gokash","gokash","gokash","gokash","tata",,,"tata nkento","tata nkento",
"YAKA_PELENDE",,"yaka1269","xd45","Ac20",1,,,,,5,1,"gokash","gokash","gokash","gokash","tata",,,"tata nkento","tata nkento",
"KONGO_SAN_SALVADOR",,"sans1272","xd38","Ac14",1,1,3,15,9,,1,"ngudi","ngudi","mpangi a tata","mbunji a tata","tata","ngudi","ngudi",,,"ngwa"
"KONGO_SAN_SALVADOR_2",,"sans1272","xd38","Ac14",1,1,3,15,9,,1,"ngudi","ngudi","mpangi a tata","mbunji a tata","tata","ngudi","ngudi",,,"ngwa"
"NZADI_1",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"NZADI_2",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"DZING_B",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"B86_DZING_BISEY",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"DZING_A",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"DZING_SEDZO",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"DING",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"DZING_KAANTSA",,"ding1239","xd47","Ac22",1,8,7,15,9,5,1,"maa mŋaŋ; mpja","maa mŋaŋ; mpja","taa koom","taa koom","taata; taa","maa koom","maa koom","taata mukaatu; taa mukaar","taata mukaatu; taa mukaar","maama; maa; ŋƔwa; ŋgwen"
"TSAMBAAN_YANZ",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_KIBONGO",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"MPUT_1",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"MPUT_2",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"MPUT_3",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_2",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_KUMAKUMA",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_1",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_3",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"YANZ_KIYEY",,"yans1239","xd51","Ac26",1,8,7,15,9,,1,"tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr; lém","tɔ̀ɔ̀nyèèr","tɔ̀ɔ̀nyèèr","tåã",,,"ta mukar; nkéé; etjul","ta mukar; nkéé; etjul","måã"
"MPUONO",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"B87_MBUUN_LABAEMPI",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"B87_MBUUN_MWILANBONG",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"MBUUN",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"B871_MPIIN_2",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"MPIIN_1",,"mpuo1241","xd46","Ac21",1,1,3,1,1,5,1,"ngwâs","ngwâs","târ","târ","taar; ta'","mâm","mâm","mwan a t'okar; târ ↄkånd","mwan a t'okar; târ ↄkånd","maam; m'ma'"
"B85d_TSONG",,"song1299","xd50","Ac25",1,13,2,12,1,5,1,"malim; ngwâs; lí:m","malim; ngwâs; lí:m","malim; târ; lí:m","malim; târ; lí:m","târ","mâm","mâm","târ mↄkånd","târ mↄkånd","ngwe:n; mâm"
"NSONGO",,"song1299","xd50","Ac25",1,13,2,12,1,5,1,"malim; ngwâs; lí:m","malim; ngwâs; lí:m","malim; târ; lí:m","malim; târ; lí:m","târ","mâm","mâm","târ mↄkånd","târ mↄkånd","ngwe:n; mâm"
"DUMA_2",,"duma1253","","",0,,,,,,1,"ngubala","ngubala","tata","tata","tata","ngu","ngu","ta-mukasu","ta-mukasu","ngu"
"DUMA",,"duma1253","","",0,,,,,,1,"ngubala","ngubala","tata","tata","tata","ngu","ngu","ta-mukasu","ta-mukasu","ngu"
"TSAANGI",,"tsaa1242","","",0,,,,,,1,"ngubala","ngubala",,,,"ngu","ngu",,,"ngu"
"NDJABI",,"njeb1242","","",0,,,,,,1,"kètshi","kètshi","tèyi; tat'","tèyi; tat'","tèyi; tat'","ngu","ngu","to-m'kas","to-m'kas","ngu"
"NZEBI_1",,"njeb1242","","",0,,,,,,1,"kètshi","kètshi","tèyi; tat'","tèyi; tat'","tèyi; tat'","ngu","ngu","to-m'kas","to-m'kas","ngu"
"NZEBI_2",,"njeb1242","","",0,,,,,,1,"kètshi","kètshi","tèyi; tat'","tèyi; tat'","tèyi; tat'","ngu","ngu","to-m'kas","to-m'kas","ngu"
"NDUMU_2",,"ndum1239","","",0,,,,,,1,,,"tata","tata","tata","ngughu","ngughu","ta-mukasi","ta-mukasi","ngughu"
"B63_NDUUMO_KUYA",,"ndum1239","","",0,,,,,,1,,,"tata","tata","tata","ngughu","ngughu","ta-mukasi","ta-mukasi","ngughu"
"NDUMU",,"ndum1239","","",0,,,,,,1,,,"tata","tata","tata","ngughu","ngughu","ta-mukasi","ta-mukasi","ngughu"
"NDUUMO",,"ndum1239","","",0,,,,,,1,,,"tata","tata","tata","ngughu","ngughu","ta-mukasi","ta-mukasi","ngughu"
"MBEDE",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"MBEDE_2",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"NKOMO_OLOLI",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"OBAA",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"OYUOMI_TCHERRE",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"OYUOMI_MBAMA",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"YABA_MBETI",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"OBELI",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"OYABI",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"NTSIAMI",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"NDOUBA",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"NKOMO_KELLE",,"mber1257","","",0,,,,,,1,"ngughu balagha","ngughu balagha","tara","tara","tara","ngughu","ngughu","tata okasi","tata okasi","ngughu"
"YAKA_axk",,"yaka1272","","",0,,,,,,1,"kɔ̀kɔ̀","kɔ̀kɔ̀","táé","kádí-wà-tàó-wà-pàé","táé","ngúé","ngúé",,"kádí-wà-tàó-wà-mòétò","ngúé"
"BUJA",,"budz1238","xd157","Ae37",1,,,,,,1,,,,,"sango",,,,,"nango"
"BUJA_BUMBA_YAMOLOTO",,"budz1238","xd157","Ae37",1,,,,,,1,,,,,"sango",,,,,"nango"
